page_id,word_count,content_age_days,days_since_update,monthly_traffic,search_volume,avg_position,ctr,engagement_rate,bounce_rate,backlinks,content_quality,refresh_score,priority
PAGE_0244,2136,217,871,20683,40569,44.97,0.0414,0.332,0.471,521,0.26,0.6239815433684268,Medium
PAGE_0245,3499,1151,882,20338,83236,6.85,0.0992,0.278,0.496,580,0.853,0.6942617660027022,High
PAGE_0246,3652,160,546,7363,20535,17.06,0.0162,0.487,0.442,852,0.895,0.4285560915106383,Medium
PAGE_0247,1198,834,543,2014,84217,40.97,0.0632,0.872,0.865,898,0.712,0.5016863422153442,Medium
PAGE_0248,2660,1224,51,23849,14291,30.27,0.1973,0.189,0.272,82,0.558,0.4636474180616754,Medium
PAGE_0249,501,965,141,19556,84826,20.29,0.0583,0.712,0.513,620,0.73,0.45137064795524884,Medium
PAGE_0250,1141,1015,86,25682,27486,24.2,0.0292,0.684,0.689,43,0.765,0.4793029977199727,Medium
PAGE_0251,2767,212,95,506,31821,42.87,0.1239,0.181,0.545,482,0.914,0.30297851880280274,Low
PAGE_0252,2089,1012,871,13789,54886,17.66,0.0124,0.884,0.843,965,0.965,0.5848504783929468,Medium
PAGE_0253,1354,393,127,33034,13804,43.61,0.0303,0.583,0.402,909,0.611,0.34752265672831156,Low
PAGE_0254,2259,68,173,33376,56735,5.32,0.2038,0.409,0.471,643,0.839,0.27162705614562455,Low
PAGE_0255,3796,526,464,36532,2223,39.06,0.1952,0.743,0.171,492,0.972,0.3051205122994964,Low
PAGE_0256,2932,1402,666,19973,90810,42.53,0.2296,0.319,0.587,498,0.321,0.6531813615364978,High
PAGE_0257,3974,1011,708,13150,63093,9.91,0.2151,0.689,0.331,17,0.215,0.5856204052648333,Medium
PAGE_0258,2161,950,115,780,80222,22.09,0.174,0.134,0.228,604,0.895,0.3644151123272599,Medium
PAGE_0259,1653,1450,617,19008,97612,9.11,0.0226,0.813,0.536,994,0.356,0.6622243612043994,High
PAGE_0260,1576,751,373,18604,25516,35.62,0.1979,0.481,0.526,947,0.234,0.4891290789640686,Medium
PAGE_0261,2207,1214,323,21744,1914,27.23,0.2129,0.641,0.161,293,0.328,0.427819491972145,Medium
PAGE_0262,3277,45,600,37225,78637,32.13,0.2018,0.288,0.659,975,0.507,0.4628146606288276,Medium
PAGE_0263,2195,522,679,1463,50358,10.63,0.132,0.676,0.599,147,0.375,0.5043002607207272,Medium
PAGE_0264,2233,1479,640,42391,16608,11.38,0.0659,0.756,0.251,471,0.444,0.5656904918739474,Medium
PAGE_0265,1939,1161,733,35160,85266,3.03,0.2129,0.502,0.476,994,0.98,0.4353686715191414,Medium
PAGE_0266,2794,923,272,1638,79016,16.78,0.1845,0.625,0.676,171,0.764,0.43027648982407224,Medium
PAGE_0267,1335,340,860,36276,35799,28.43,0.2454,0.488,0.524,562,0.77,0.4133271108261606,Medium
PAGE_0268,702,768,590,41620,46435,43.04,0.0474,0.86,0.416,530,0.276,0.5119848816975758,Medium
PAGE_0269,3755,1223,61,25775,46906,33.68,0.0642,0.523,0.358,119,0.786,0.42688045012224574,Medium
PAGE_0270,622,575,420,18387,77953,22.33,0.0608,0.816,0.588,835,0.791,0.48924595707786356,Medium
PAGE_0271,900,443,306,274,63868,47.7,0.2002,0.781,0.851,736,0.728,0.3249198648815808,Low
PAGE_0272,1266,280,561,26832,35839,36.24,0.0549,0.449,0.637,65,0.383,0.571625745910494,Medium
PAGE_0273,793,788,183,35098,34885,46.58,0.026,0.296,0.16,140,0.538,0.4916661404768078,Medium
PAGE_0274,2827,1194,412,37155,32080,26.85,0.2497,0.445,0.469,445,0.877,0.46322854009594977,Medium
PAGE_0275,3431,1327,97,12212,89435,13.69,0.016,0.802,0.813,505,0.736,0.5264461027404648,Medium
PAGE_0276,697,1469,243,39974,94802,3.59,0.2105,0.293,0.176,188,0.786,0.391306334713746,Medium
PAGE_0277,3529,1092,684,9789,85116,36.58,0.0977,0.546,0.891,157,0.67,0.670006359143423,High
PAGE_0278,2430,843,405,44914,1709,6.94,0.212,0.785,0.859,609,0.56,0.44480533054661636,Medium
PAGE_0279,3299,58,773,19655,66353,15.84,0.1431,0.4,0.163,669,0.807,0.4252850050054696,Medium
PAGE_0280,2691,987,242,34019,85581,27.09,0.2264,0.646,0.847,946,0.254,0.5160668445771286,Medium
PAGE_0281,1108,506,108,7719,91228,28.66,0.2323,0.309,0.391,245,0.739,0.3334127544380856,Low
PAGE_0282,3772,347,755,6133,28241,30.43,0.0122,0.193,0.776,855,0.998,0.6655288957242059,High
PAGE_0283,1647,274,657,41428,30109,9.15,0.0281,0.775,0.435,943,0.824,0.449533274680212,Medium
PAGE_0284,686,777,633,5046,6882,19.61,0.0701,0.184,0.453,747,0.432,0.6710423187610053,High
PAGE_0285,3897,726,811,24718,92172,31.24,0.1706,0.331,0.607,32,0.422,0.590616856201331,Medium
PAGE_0286,3011,301,410,34775,99452,48.52,0.2232,0.827,0.72,360,0.734,0.33739578634441453,Low
PAGE_0287,3920,1493,709,36358,26033,36.65,0.1204,0.394,0.127,752,0.917,0.5417141006350664,Medium
PAGE_0288,2294,1292,87,19019,77254,46.21,0.1557,0.927,0.575,329,0.662,0.41045719517172885,Medium
PAGE_0289,1159,406,825,4273,8407,38.35,0.0552,0.933,0.249,511,0.622,0.4696908315848698,Medium
PAGE_0290,3311,295,55,43933,92307,29.99,0.2032,0.328,0.377,849,0.328,0.2759685592503731,Low
PAGE_0291,3502,955,476,26500,75974,10.41,0.2422,0.135,0.378,786,0.772,0.4400892743014076,Medium
PAGE_0292,2455,950,95,4869,38446,33.67,0.0745,0.699,0.475,70,0.762,0.4120872489239481,Medium
PAGE_0293,2950,1412,789,37664,50872,31.55,0.1288,0.483,0.367,312,0.974,0.5050982105336707,Medium
PAGE_0294,1869,369,283,45914,72184,30.52,0.0307,0.186,0.186,914,0.44,0.47479355776773335,Medium
PAGE_0295,2486,418,73,14311,40249,25.0,0.1442,0.701,0.217,727,0.805,0.272339664250744,Low
PAGE_0296,2034,606,126,23355,86800,26.9,0.1307,0.126,0.127,78,0.547,0.43748739449677115,Medium
PAGE_0297,646,32,583,28062,27626,17.39,0.0447,0.84,0.476,168,0.647,0.38187888081186927,Medium
PAGE_0298,3719,1482,256,19456,96858,26.45,0.1161,0.218,0.864,809,0.853,0.6447110740953249,Medium
PAGE_0299,3411,1195,803,20406,85812,10.68,0.0902,0.208,0.193,982,0.378,0.7109512731728657,High
PAGE_0300,2234,405,708,5097,68577,40.45,0.1352,0.249,0.857,179,0.474,0.5358766124161675,Medium
PAGE_0301,2343,353,465,17476,5795,10.1,0.1506,0.916,0.687,627,0.819,0.3563137573895297,Medium
PAGE_0302,988,175,820,40980,39269,5.16,0.012,0.689,0.61,259,0.656,0.5448984318919147,Medium
PAGE_0303,3476,322,630,38155,48047,22.38,0.1926,0.781,0.616,485,0.274,0.4970871898701156,Medium
PAGE_0304,2459,461,408,10678,47324,33.26,0.1811,0.438,0.761,771,0.544,0.4689148821610857,Medium
PAGE_0305,2163,734,207,18724,45965,22.45,0.0979,0.386,0.186,4,0.669,0.4465885978549082,Medium
PAGE_0306,3098,978,456,39294,25653,14.56,0.0227,0.299,0.504,296,0.928,0.5362398827714205,Medium
PAGE_0307,2885,614,738,44467,60510,28.35,0.1912,0.509,0.658,619,0.351,0.5029051890647008,Medium
PAGE_0308,3419,428,336,489,90995,18.0,0.2392,0.569,0.569,854,0.845,0.29202818770467015,Low
PAGE_0309,1140,846,808,33867,24916,46.71,0.0676,0.637,0.766,359,0.304,0.7228552086559651,High
PAGE_0310,2302,1397,533,45680,55126,46.21,0.0876,0.319,0.158,116,0.394,0.6466786925113045,Medium
PAGE_0311,3020,993,297,48467,50805,25.62,0.0541,0.906,0.653,356,0.395,0.5884138430092045,Medium
PAGE_0312,2469,1193,615,1955,62022,17.07,0.1485,0.244,0.527,956,0.902,0.5204834499710294,Medium
PAGE_0313,2698,216,37,40993,74014,37.12,0.0472,0.921,0.403,842,0.359,0.3583918816130291,Medium
PAGE_0314,1938,90,537,13894,1981,2.8,0.0955,0.113,0.372,438,0.83,0.46102931932653607,Medium
PAGE_0315,3869,968,505,35631,39667,24.26,0.1773,0.509,0.597,330,0.569,0.504199386774,Medium
PAGE_0316,2134,1433,326,5086,47465,17.48,0.1444,0.383,0.813,524,0.999,0.5647989388609929,Medium
PAGE_0317,762,739,193,32398,79311,46.11,0.1028,0.482,0.497,653,0.871,0.4055411665499268,Medium
PAGE_0318,2287,836,514,1581,70222,1.59,0.1109,0.585,0.76,187,0.792,0.5304081143551339,Medium
PAGE_0319,2691,1493,626,3831,25106,28.09,0.1449,0.47,0.422,967,0.897,0.5799042757078853,Medium
PAGE_0320,2893,1372,101,16935,41298,37.29,0.0114,0.453,0.182,280,0.707,0.5312410566354294,Medium
PAGE_0321,1123,1355,596,27898,22931,24.77,0.0288,0.723,0.149,510,0.875,0.5310854610959231,Medium
PAGE_0322,1516,1397,588,26213,16559,5.18,0.2215,0.683,0.141,465,0.409,0.5447034149717195,Medium
PAGE_0323,1380,40,267,19577,32543,48.65,0.0287,0.808,0.404,114,0.278,0.3886749069198131,Medium
PAGE_0324,2549,1115,133,17366,42416,26.38,0.1796,0.312,0.37,939,0.693,0.4817249508428663,Medium
PAGE_0325,3444,255,239,20892,96231,31.1,0.2308,0.618,0.674,235,0.548,0.29099579325783853,Low
PAGE_0326,1827,1206,583,20552,64586,12.59,0.075,0.597,0.694,337,0.541,0.5992037698151775,Medium
PAGE_0327,2801,593,857,43626,5977,24.69,0.0989,0.414,0.141,521,0.621,0.4982758031504364,Medium
PAGE_0328,952,801,497,49179,39653,22.03,0.1465,0.513,0.277,198,0.489,0.49930026789621496,Medium
PAGE_0329,3608,1363,483,41434,5022,4.67,0.2216,0.367,0.319,763,0.701,0.46959282108745054,Medium
PAGE_0330,1683,914,297,11989,4786,6.2,0.2361,0.221,0.538,49,0.224,0.554860427484773,Medium
PAGE_0331,3562,1296,415,24435,32866,42.04,0.1875,0.282,0.216,939,0.976,0.4304280108960364,Medium
PAGE_0332,2556,1419,804,11354,80043,12.75,0.0308,0.19,0.207,141,0.94,0.672915237614118,High
PAGE_0333,3804,1383,877,21174,32106,10.55,0.1706,0.681,0.855,782,0.948,0.630031514651991,Medium
PAGE_0334,3670,1160,416,11542,31522,25.74,0.1085,0.662,0.743,527,0.492,0.5398887814181315,Medium
PAGE_0335,2182,255,288,46389,12305,38.67,0.123,0.908,0.245,513,0.626,0.23912679689690883,Low
PAGE_0336,3363,854,312,37427,86690,4.04,0.0218,0.72,0.425,669,0.963,0.4399064960010254,Medium
PAGE_0337,2755,247,655,16299,23627,29.26,0.0559,0.144,0.384,29,0.922,0.4843316399819149,Medium
PAGE_0338,1654,966,69,7391,18543,6.84,0.1997,0.852,0.733,81,0.832,0.3466168035698594,Low
PAGE_0339,903,782,515,41028,16624,2.79,0.119,0.833,0.508,30,0.526,0.42929136873197193,Medium
PAGE_0340,2699,535,249,212,28302,3.58,0.0824,0.477,0.202,747,0.651,0.37762395162949314,Medium
PAGE_0341,2601,288,158,21615,65652,41.87,0.1022,0.598,0.691,332,0.834,0.345585981863354,Low
PAGE_0342,3691,83,549,19681,46242,6.78,0.2151,0.93,0.418,659,0.418,0.24138257457344886,Low
PAGE_0343,2196,1100,642,48792,61792,3.21,0.1898,0.552,0.31,176,0.701,0.5138670514620483,Medium
PAGE_0344,1127,756,717,26600,82484,22.46,0.0754,0.87,0.4,369,0.862,0.4423700779798506,Medium
PAGE_0345,1086,718,648,32126,20955,42.36,0.0382,0.171,0.498,546,0.766,0.645938173583511,Medium
PAGE_0346,2148,1152,642,16623,83847,13.86,0.0705,0.262,0.374,534,0.584,0.6123817451292424,Medium
PAGE_0347,1943,1073,289,1524,60472,21.66,0.231,0.475,0.294,105,0.668,0.37569908680910036,Medium
PAGE_0348,1945,448,395,19652,25195,2.96,0.1496,0.597,0.419,96,0.991,0.2951437475542968,Low
PAGE_0349,603,719,787,10908,38824,23.0,0.138,0.794,0.115,229,0.682,0.4682039374882134,Medium
PAGE_0350,753,879,816,38911,49341,29.3,0.1531,0.94,0.718,226,0.828,0.5127981888186393,Medium
PAGE_0351,3798,91,573,7089,52103,28.97,0.0978,0.431,0.237,370,0.781,0.42654073800064185,Medium
PAGE_0352,3683,1198,678,23720,68479,17.29,0.2037,0.14,0.135,99,0.761,0.5170595301968496,Medium
PAGE_0353,3057,245,553,39129,94937,16.46,0.1356,0.781,0.623,444,0.773,0.38329408315206315,Medium
PAGE_0354,1996,32,843,987,92096,6.22,0.038,0.614,0.719,467,0.564,0.49948960304689005,Medium
PAGE_0355,598,189,45,31902,97554,18.97,0.041,0.269,0.751,54,0.579,0.42732866869391467,Medium
PAGE_0356,2700,810,158,19588,94383,5.88,0.1388,0.521,0.495,194,0.574,0.4249460707541298,Medium
PAGE_0357,2384,1173,604,30113,16072,38.56,0.2348,0.731,0.264,519,0.227,0.5072582473462144,Medium
PAGE_0358,3461,922,138,49301,93946,48.35,0.084,0.755,0.69,423,0.393,0.5392181241991579,Medium
PAGE_0359,2419,1142,562,16502,23027,48.53,0.2187,0.525,0.66,314,0.324,0.512057140868288,Medium
PAGE_0360,1377,358,699,21305,66730,43.39,0.1934,0.359,0.297,127,0.909,0.398260309190783,Medium
PAGE_0361,837,609,298,26149,52447,30.44,0.0695,0.928,0.823,31,0.42,0.46568510393930307,Medium
PAGE_0362,3369,1410,191,12353,99808,35.34,0.0187,0.664,0.183,92,0.311,0.5526895522415929,Medium
PAGE_0363,3734,1320,289,19090,88960,14.98,0.0344,0.447,0.886,518,0.296,0.6941137097615291,High
PAGE_0364,1456,981,131,7946,86310,31.91,0.1848,0.338,0.788,257,0.76,0.4467955742436041,Medium
PAGE_0365,2204,1376,535,25127,69618,23.33,0.0579,0.721,0.65,852,0.205,0.6422223180115518,Medium
PAGE_0366,660,664,764,39300,45383,24.62,0.0991,0.306,0.851,901,0.577,0.6044877953959261,Medium
PAGE_0367,2103,1017,600,46320,81426,38.13,0.1304,0.246,0.678,219,0.295,0.6532959797894387,High
PAGE_0368,3348,1248,276,46263,12305,14.81,0.1841,0.55,0.252,751,0.88,0.3479548084228846,Low
PAGE_0369,897,950,669,3865,89974,16.58,0.0372,0.346,0.454,105,0.967,0.5707762049592868,Medium
PAGE_0370,1800,767,824,16050,12848,46.31,0.1075,0.635,0.157,547,0.967,0.44652669451361016,Medium
PAGE_0371,1315,1385,866,45370,21197,3.75,0.1264,0.2,0.412,415,0.554,0.6264700520598151,Medium
PAGE_0372,2027,199,566,9841,3192,24.8,0.1398,0.657,0.693,556,0.716,0.4744395033962871,Medium
PAGE_0373,2419,550,160,22842,53411,45.73,0.2064,0.341,0.409,809,0.68,0.3455666188732665,Low
PAGE_0374,1915,69,382,24803,22792,30.91,0.0512,0.1,0.364,308,0.48,0.4078471846836527,Medium
PAGE_0375,1658,1314,225,38809,23962,27.77,0.2039,0.208,0.576,365,0.555,0.5322239879662656,Medium
PAGE_0376,1718,1448,822,37723,90496,13.24,0.1763,0.894,0.798,520,0.251,0.6618016537527875,High
PAGE_0377,900,984,695,23031,79607,17.82,0.1434,0.837,0.138,458,0.837,0.37967147375282445,Medium
PAGE_0378,1139,1279,411,23680,80252,42.75,0.1779,0.299,0.408,598,0.393,0.5718057548898944,Medium
PAGE_0379,3604,1013,674,15266,70569,28.4,0.1089,0.762,0.227,369,0.568,0.4757898287887564,Medium
PAGE_0380,3235,1177,256,29340,5026,26.22,0.0432,0.617,0.656,330,0.584,0.5619432010871956,Medium
PAGE_0381,959,1004,730,26091,91399,5.88,0.1698,0.925,0.185,688,0.649,0.41481359868721374,Medium
PAGE_0382,1454,67,505,38656,4069,1.79,0.1359,0.418,0.632,641,0.854,0.366448182031156,Medium
PAGE_0383,969,357,506,33069,35833,48.22,0.1634,0.679,0.329,706,0.754,0.34593842900338184,Low
PAGE_0384,3946,1304,294,10661,69955,19.47,0.0911,0.154,0.259,10,0.73,0.49212721065488596,Medium
PAGE_0385,1545,1229,401,17001,41843,30.56,0.2276,0.437,0.849,817,0.621,0.5325916610094742,Medium
PAGE_0386,3297,943,515,40605,39976,4.91,0.151,0.919,0.115,506,0.277,0.45714539111816743,Medium
PAGE_0387,2193,483,463,30120,20423,34.47,0.0305,0.558,0.45,418,0.522,0.5426072126109551,Medium
PAGE_0388,2585,66,675,26017,16528,46.7,0.118,0.345,0.117,121,0.966,0.39155704641982425,Medium
PAGE_0389,2777,1369,240,2088,34678,29.21,0.1915,0.202,0.487,910,0.996,0.5049165821423265,Medium
PAGE_0390,3936,1002,601,48309,86586,7.18,0.2006,0.698,0.501,234,0.784,0.4360041347686671,Medium
PAGE_0391,1062,825,406,44605,64240,29.5,0.1287,0.648,0.357,330,0.382,0.44131314967707796,Medium
PAGE_0392,2985,1002,424,14356,83929,38.55,0.2247,0.418,0.206,542,0.282,0.49336291307032837,Medium
PAGE_0393,2299,622,479,22292,6464,20.91,0.0742,0.908,0.401,347,0.532,0.42350097754813076,Medium
PAGE_0394,3854,1167,393,28330,35449,44.11,0.1085,0.119,0.638,957,0.885,0.5731212017411399,Medium
PAGE_0395,2574,1093,486,40030,791,32.79,0.2257,0.358,0.726,411,0.777,0.5293693436583947,Medium
PAGE_0396,725,1354,754,45933,95698,45.06,0.2251,0.883,0.525,223,0.907,0.5339118220005045,Medium
PAGE_0397,3848,253,757,22725,66567,31.55,0.1746,0.373,0.572,152,0.693,0.48895957085909697,Medium
PAGE_0398,1297,347,255,32188,45996,7.43,0.2162,0.314,0.26,211,0.304,0.3756664228068529,Medium
PAGE_0399,2831,378,160,14214,57162,16.17,0.0313,0.554,0.33,91,0.292,0.40614222903584457,Medium
PAGE_0400,3426,144,617,41267,97366,10.89,0.2176,0.8,0.23,920,0.238,0.38963177381787195,Medium
PAGE_0401,1459,727,505,38501,79862,45.53,0.0869,0.188,0.299,330,0.654,0.5378248413791987,Medium
PAGE_0402,2004,1376,827,5855,13961,38.26,0.0528,0.902,0.28,466,0.394,0.6227501853395115,Medium
PAGE_0403,952,1093,306,10925,96937,34.14,0.0674,0.776,0.516,859,0.788,0.4525807827091505,Medium
PAGE_0404,3567,69,185,22793,88402,15.75,0.1103,0.254,0.55,640,0.749,0.35397523248291085,Medium
PAGE_0405,1315,1342,789,4217,64028,10.02,0.0703,0.705,0.856,954,0.454,0.717955622750014,High
PAGE_0406,1158,1315,247,24829,83331,38.07,0.0869,0.427,0.256,708,0.341,0.507512012028118,Medium
PAGE_0407,1046,245,219,32282,41447,24.23,0.0424,0.442,0.613,969,0.282,0.5257840174749226,Medium
PAGE_0408,1715,1200,446,28990,3221,12.06,0.0811,0.766,0.754,553,0.79,0.5711913130302748,Medium
PAGE_0409,3620,365,704,29440,83893,31.21,0.1473,0.918,0.548,877,0.56,0.4222064605648974,Medium
PAGE_0410,516,1221,721,1618,28264,2.98,0.116,0.208,0.304,929,0.459,0.6368327377361174,Medium
PAGE_0411,3743,121,575,31049,25591,16.98,0.0932,0.458,0.31,227,0.885,0.38234577996756525,Medium
PAGE_0412,1743,382,70,22647,59322,23.96,0.1891,0.509,0.131,193,0.675,0.24947574365648503,Low
PAGE_0413,2705,600,336,16446,23265,8.25,0.2244,0.42,0.344,529,0.614,0.3575237657841041,Medium
PAGE_0414,3024,845,367,2700,3848,49.25,0.1916,0.409,0.696,844,0.795,0.48303477402170913,Medium
PAGE_0415,1569,810,343,46105,98681,11.25,0.0897,0.144,0.138,242,0.852,0.40897897709196523,Medium
PAGE_0416,3944,392,104,29367,26653,7.39,0.1887,0.683,0.275,388,0.749,0.21724969267973565,Low
PAGE_0417,3065,586,308,36422,60480,10.97,0.0465,0.471,0.665,275,0.552,0.5382350375336995,Medium
PAGE_0418,2646,1398,205,27090,44431,38.68,0.0413,0.266,0.726,449,0.503,0.6604538518299217,High
PAGE_0419,2268,1223,691,16293,96133,21.85,0.093,0.794,0.464,638,0.817,0.5183859847099709,Medium
PAGE_0420,1560,385,302,30209,96944,28.71,0.2038,0.782,0.658,586,0.614,0.3474784984453554,Low
PAGE_0421,2827,220,866,19333,39660,2.03,0.0691,0.513,0.41,573,0.764,0.47647896442518495,Medium
PAGE_0422,3920,451,649,48121,53965,2.69,0.0252,0.354,0.228,477,0.912,0.4742320806321788,Medium
PAGE_0423,3044,729,680,16294,46786,22.85,0.0416,0.642,0.419,479,0.933,0.5312626794773847,Medium
PAGE_0424,801,36,891,34610,76010,41.02,0.2161,0.345,0.564,287,0.422,0.5206825073119555,Medium
PAGE_0425,680,162,812,1406,4775,44.38,0.1621,0.301,0.858,697,0.35,0.5944815471773621,Medium
PAGE_0426,1106,586,888,3949,66806,5.25,0.0708,0.721,0.155,689,0.409,0.5052021955490686,Medium
PAGE_0427,3670,855,318,12460,78086,27.38,0.1433,0.134,0.506,677,0.801,0.47300701216382357,Medium
PAGE_0428,1199,790,753,45636,76316,45.75,0.1366,0.181,0.363,694,0.496,0.5965006359509478,Medium
PAGE_0429,1492,1084,301,29331,10168,20.01,0.1673,0.106,0.507,539,0.339,0.6140048638641802,Medium
PAGE_0430,1639,564,95,45900,54560,41.65,0.066,0.23,0.119,329,0.279,0.39474002810182995,Medium
PAGE_0431,690,455,512,37063,46518,7.55,0.2175,0.159,0.35,469,0.462,0.4271301230374487,Medium
PAGE_0432,2800,1447,277,18789,26306,46.83,0.0842,0.946,0.756,758,0.309,0.6129769906525542,Medium
PAGE_0433,1480,701,185,29184,387,37.82,0.1766,0.345,0.543,848,0.325,0.5003727901115976,Medium
PAGE_0434,3475,392,76,40487,22437,47.13,0.0139,0.227,0.46,533,0.747,0.43162414343722155,Medium
PAGE_0435,2506,1490,483,9380,20766,34.15,0.0994,0.305,0.328,938,0.216,0.7135620222366974,High
PAGE_0436,1684,111,230,2742,1261,18.81,0.0944,0.896,0.338,466,0.294,0.3094699764784682,Low
PAGE_0437,3827,385,689,42237,90171,46.97,0.1404,0.542,0.406,976,0.875,0.3732772623225359,Medium
PAGE_0438,3894,1311,153,14396,98164,14.5,0.0275,0.41,0.768,983,0.876,0.5883069082703738,Medium
PAGE_0439,627,618,30,15538,38851,17.28,0.1996,0.842,0.874,419,0.463,0.39349781395503247,Medium
PAGE_0440,2565,324,788,48542,82163,35.34,0.0623,0.436,0.451,607,0.27,0.631021986870575,Medium
PAGE_0441,2316,1277,884,37625,89489,38.5,0.1725,0.385,0.415,121,0.764,0.5772077729247337,Medium
PAGE_0442,2258,1099,669,3094,14858,46.54,0.2028,0.276,0.777,761,0.488,0.63145139588457,Medium
PAGE_0443,3113,1166,220,48094,65880,11.04,0.1449,0.421,0.442,890,0.236,0.5603600969643567,Medium
PAGE_0444,1069,1286,608,34139,3278,40.1,0.1878,0.369,0.542,307,0.326,0.6299771091747286,Medium
PAGE_0445,1846,46,545,1913,31931,37.19,0.1688,0.676,0.285,931,0.31,0.4142051457188287,Medium
PAGE_0446,2395,389,471,27591,2276,4.13,0.0953,0.346,0.695,923,0.671,0.48890195761729505,Medium
PAGE_0447,3233,1276,844,18945,33754,19.97,0.2041,0.591,0.526,333,0.918,0.5356604145792436,Medium
PAGE_0448,1125,895,835,41343,26727,14.86,0.0807,0.156,0.747,953,0.834,0.6771046027340538,High
PAGE_0449,3859,729,172,37264,52650,15.92,0.1471,0.263,0.725,419,0.637,0.4958888463993082,Medium
PAGE_0450,3401,477,220,42151,45010,49.16,0.1889,0.446,0.272,325,0.538,0.33651509695283477,Low
PAGE_0451,2186,885,562,13418,90517,32.5,0.1009,0.896,0.673,648,0.695,0.5224719132068911,Medium
PAGE_0452,3509,394,256,17300,58351,36.17,0.0827,0.421,0.74,788,0.555,0.5225409634638706,Medium
PAGE_0453,654,704,342,182,35522,48.85,0.1202,0.664,0.377,831,0.397,0.4296045320946165,Medium
PAGE_0454,3037,1037,658,2020,12084,19.48,0.2063,0.317,0.238,843,0.743,0.4824691074975918,Medium
PAGE_0455,1909,1379,331,40685,89412,40.29,0.2332,0.208,0.102,572,0.899,0.4457850099755068,Medium
PAGE_0456,1284,496,683,11783,61486,22.29,0.1408,0.15,0.461,249,0.498,0.6132069623352234,Medium
PAGE_0457,3675,443,489,11436,83391,43.61,0.1688,0.36,0.382,989,0.873,0.407882111894767,Medium
PAGE_0458,3964,615,430,15696,7235,9.85,0.2268,0.234,0.544,94,0.545,0.4326384674545291,Medium
PAGE_0459,745,1286,580,2193,420,47.44,0.0337,0.248,0.25,295,0.521,0.6582307236472491,High
PAGE_0460,3747,1277,422,13005,94271,11.72,0.0657,0.747,0.788,183,0.223,0.6761302449974093,High
PAGE_0461,3610,1023,896,24451,21784,16.98,0.1801,0.113,0.306,259,0.756,0.5686240540899249,Medium
PAGE_0462,2000,1465,793,31081,56013,38.05,0.2077,0.574,0.281,798,0.846,0.49373414945537636,Medium
PAGE_0463,2205,601,874,8467,88874,20.29,0.2157,0.423,0.485,666,0.731,0.4842360650588669,Medium
PAGE_0464,3306,364,236,5385,21989,30.8,0.1096,0.531,0.499,185,0.321,0.4520567842309356,Medium
PAGE_0465,1037,1275,239,43764,95949,22.78,0.0314,0.578,0.272,408,0.283,0.5248446837358496,Medium
PAGE_0466,2390,66,144,37805,98171,37.38,0.1151,0.366,0.317,68,0.658,0.29489763636985283,Low
PAGE_0467,2341,1018,766,16853,48999,12.19,0.0654,0.351,0.236,837,0.521,0.6295253521099757,Medium
PAGE_0468,1420,307,675,18585,10870,3.86,0.0799,0.723,0.675,772,0.543,0.5370588959427979,Medium
PAGE_0469,2955,1249,280,13077,39421,15.7,0.1953,0.841,0.716,626,0.974,0.40543187784841866,Medium
PAGE_0470,1024,945,248,19974,86062,24.24,0.0281,0.264,0.47,858,0.779,0.5395416546290919,Medium
PAGE_0471,3375,513,436,7774,41877,9.23,0.2086,0.183,0.671,7,0.529,0.5141265404603816,Medium
PAGE_0472,2029,1295,472,29138,46350,18.39,0.1126,0.863,0.689,264,0.215,0.6495632898698449,Medium
PAGE_0473,3450,1377,632,29415,73134,20.6,0.1531,0.397,0.211,782,0.227,0.6647998010504086,High
PAGE_0474,535,760,383,3776,40230,3.81,0.0315,0.569,0.873,483,0.748,0.48970359656240514,Medium
PAGE_0475,1184,221,587,2526,82031,29.58,0.091,0.406,0.757,760,0.87,0.4804028484851474,Medium
PAGE_0476,519,1070,579,24573,49446,44.33,0.0315,0.207,0.264,616,0.766,0.623458809265876,Medium
PAGE_0477,2868,553,171,3062,2637,8.44,0.2408,0.601,0.249,774,0.525,0.3366969352639706,Low
PAGE_0478,3059,947,641,30043,84862,30.29,0.2037,0.546,0.201,735,0.225,0.5302207094466682,Medium
PAGE_0479,899,430,530,959,15316,33.57,0.1203,0.273,0.211,839,0.974,0.3717555221752976,Medium
PAGE_0480,3201,915,869,44916,84249,21.55,0.0637,0.484,0.699,370,0.989,0.5889807250580037,Medium
PAGE_0481,1471,734,731,4238,3109,35.35,0.234,0.777,0.476,782,0.639,0.40794015828322855,Medium
PAGE_0482,2406,51,576,35292,90004,21.13,0.0927,0.602,0.726,676,0.257,0.5184555664375182,Medium
PAGE_0483,3018,503,688,25740,29427,25.73,0.0486,0.182,0.697,82,0.633,0.6087008940068219,Medium
PAGE_0484,1666,1173,571,10509,14309,1.36,0.1452,0.566,0.584,806,0.914,0.42042902393669535,Medium
PAGE_0485,1615,239,875,4117,48543,34.89,0.2365,0.697,0.649,645,0.744,0.380262440693258,Medium
PAGE_0486,3925,335,536,10551,15129,33.41,0.0109,0.774,0.115,210,0.776,0.3786603041322039,Medium
PAGE_0487,1333,1323,625,28427,67713,2.88,0.0671,0.635,0.349,312,0.268,0.6010544141912427,Medium
PAGE_0488,2323,733,310,10378,79543,19.04,0.2352,0.23,0.61,603,0.285,0.45334633877949815,Medium
